moderator,level,outcome,offset,n,source,covered
education,Some college or Associate's degree,donation_ams,-0.45492936041121224,186,"goldwert2026 control arm (finishers), donation",True
education,Some college or Associate's degree,newsletter_signup,0.02175459190311004,189,"goldwert2026 control arm (finishers), newsletter1",True
education,Bachelor's degree,trust_multidimensional,2.044726493947461,1423,"Pew ATP 4-point confidence in scientists, weighted, rescaled, x0.8 4-point->slider gap factor [waves w114, n=1423]",True
education,Bachelor's degree,trust_post,2.044726493947461,1423,"Pew ATP 4-point confidence in scientists, weighted, rescaled, x0.8 4-point->slider gap factor [waves w114, n=1423]",True
education,Bachelor's degree,distrust_post,-2.044726493947461,1423,"Pew ATP 4-point confidence in scientists, weighted, rescaled, x0.8 4-point->slider gap factor ; SIGN FLIPPED (reverse-valenced) [waves w114, n=1423]",True
education,Bachelor's degree,funding_perceptions,3.2981840003240306,1364,"CCAM 2021-2024 weighted, fund_research rescaled, x0.8 gap factor",True
education,Bachelor's degree,policy_role_mean,3.709131310705217,2559,"TISP US NORMPERC by DEM_EDU collapsed to higher-education vs not (TISP has only 4 coarse levels); the same offset is given to all three levels within each group, FLAGGED",True
education,Bachelor's degree,inst_trust_mean,2.044726493947461,1423,"Pew ATP 4-point confidence in scientists, weighted, rescaled, x0.8 4-point->slider gap factor [waves w114, n=1423]",True
education,Bachelor's degree,belief_post,5.148155078097854,1840,"CCAM 2021-2024 weighted, cause_recoded rescaled, x0.8 gap factor",True
education,Bachelor's degree,concern_mean,3.9308481306713143,1867,"CCAM 2021-2024 weighted, worry rescaled, x0.8 gap factor",True
education,Bachelor's degree,policy_general,2.9914394946191085,1866,"CCAM 2021-2024 weighted, priority rescaled, x0.8 gap factor",True
education,Bachelor's degree,policy_specific_mean,2.5793324753323685,1599,"CCAM 2021-2024 weighted, reg_CO2_pollutant rescaled, x0.8 gap factor",True
education,Bachelor's degree,behavior_mean,4.287683021782208,1866,"CCAM 2021-2024 weighted, discuss_GW rescaled, x0.8 gap factor",True
education,Bachelor's degree,donation_ams,0.04787697304028226,182,"goldwert2026 control arm (finishers), donation",True
education,Bachelor's degree,newsletter_signup,-0.036446466297948156,180,"goldwert2026 control arm (finishers), newsletter1",True
education,Master's degree / Professional degree,trust_multidimensional,6.46512064821752,1141,"Pew ATP 4-point confidence in scientists, weighted, rescaled, x0.8 4-point->slider gap factor [waves w114, n=1141]",True
education,Master's degree / Professional degree,trust_post,6.46512064821752,1141,"Pew ATP 4-point confidence in scientists, weighted, rescaled, x0.8 4-point->slider gap factor [waves w114, n=1141]",True
education,Master's degree / Professional degree,distrust_post,-6.46512064821752,1141,"Pew ATP 4-point confidence in scientists, weighted, rescaled, x0.8 4-point->slider gap factor ; SIGN FLIPPED (reverse-valenced) [waves w114, n=1141]",True
education,Master's degree / Professional degree,funding_perceptions,5.769326049388721,812,"CCAM 2021-2024 weighted, fund_research rescaled, x0.8 gap factor",True
education,Master's degree / Professional degree,policy_role_mean,3.709131310705217,2559,"TISP US NORMPERC by DEM_EDU collapsed to higher-education vs not (TISP has only 4 coarse levels); the same offset is given to all three levels within each group, FLAGGED",True
education,Master's degree / Professional degree,inst_trust_mean,6.46512064821752,1141,"Pew ATP 4-point confidence in scientists, weighted, rescaled, x0.8 4-point->slider gap factor [waves w114, n=1141]",True
education,Master's degree / Professional degree,belief_post,7.945400892339685,1050,"CCAM 2021-2024 weighted, cause_recoded rescaled, x0.8 gap factor",True
education,Master's degree / Professional degree,concern_mean,5.6903822872754874,1073,"CCAM 2021-2024 weighted, worry rescaled, x0.8 gap factor",True
education,Master's degree / Professional degree,policy_general,4.696700191880287,1073,"CCAM 2021-2024 weighted, priority rescaled, x0.8 gap factor",True
education,Master's degree / Professional degree,policy_specific_mean,3.6042317408664686,934,"CCAM 2021-2024 weighted, reg_CO2_pollutant rescaled, x0.8 gap factor",True
education,Master's degree / Professional degree,behavior_mean,7.823046278571491,1072,"CCAM 2021-2024 weighted, discuss_GW rescaled, x0.8 gap factor",True
education,Master's degree / Professional degree,donation_ams,0.8186982570194609,76,"goldwert2026 control arm (finishers), donation",True
education,Master's degree / Professional degree,newsletter_signup,-0.03200202185350371,75,"goldwert2026 control arm (finishers), newsletter1",True
education,Doctorate degree / Ph.D.,trust_multidimensional,6.46512064821752,1141,"Pew ATP 4-point confidence in scientists, weighted, rescaled, x0.8 4-point->slider gap factor [waves w114, n=1141] ; Pew's top band is 'Postgraduate' - Master's cell reused, FLAGGED",True
education,Doctorate degree / Ph.D.,trust_post,6.46512064821752,1141,"Pew ATP 4-point confidence in scientists, weighted, rescaled, x0.8 4-point->slider gap factor [waves w114, n=1141] ; Pew's top band is 'Postgraduate' - Master's cell reused, FLAGGED",True
education,Doctorate degree / Ph.D.,distrust_post,-6.46512064821752,1141,"Pew ATP 4-point confidence in scientists, weighted, rescaled, x0.8 4-point->slider gap factor ; SIGN FLIPPED (reverse-valenced) [waves w114, n=1141] ; Pew's top band is 'Postgraduate' - Master's cell reused, FLAGGED",True
education,Doctorate degree / Ph.D.,funding_perceptions,9.970186304213119,295,"CCAM 2021-2024 weighted, fund_research rescaled, x0.8 gap factor",True
education,Doctorate degree / Ph.D.,policy_role_mean,3.709131310705217,2559,"TISP US NORMPERC by DEM_EDU collapsed to higher-education vs not (TISP has only 4 coarse levels); the same offset is given to all three levels within each group, FLAGGED",True
education,Doctorate degree / Ph.D.,inst_trust_mean,6.46512064821752,1141,"Pew ATP 4-point confidence in scientists, weighted, rescaled, x0.8 4-point->slider gap factor [waves w114, n=1141] ; Pew's top band is 'Postgraduate' - Master's cell reused, FLAGGED",True
education,Doctorate degree / Ph.D.,belief_post,12.193342262490289,409,"CCAM 2021-2024 weighted, cause_recoded rescaled, x0.8 gap factor",True
education,Doctorate degree / Ph.D.,concern_mean,10.16878764130314,417,"CCAM 2021-2024 weighted, worry rescaled, x0.8 gap factor",True
education,Doctorate degree / Ph.D.,policy_general,10.710440322257128,417,"CCAM 2021-2024 weighted, priority rescaled, x0.8 gap factor",True
education,Doctorate degree / Ph.D.,policy_specific_mean,7.649401855102466,357,"CCAM 2021-2024 weighted, reg_CO2_pollutant rescaled, x0.8 gap factor",True
education,Doctorate degree / Ph.D.,behavior_mean,12.233419449735022,417,"CCAM 2021-2024 weighted, discuss_GW rescaled, x0.8 gap factor",True
education,Doctorate degree / Ph.D.,donation_ams,0.8186982570194609,76,"goldwert2026 control arm (finishers), donation ; Doctorate degree / Ph.D. not observed - Master's degree / Professional degree reused, FLAGGED",True
education,Doctorate degree / Ph.D.,newsletter_signup,-0.03200202185350371,75,"goldwert2026 control arm (finishers), newsletter1 ; Doctorate degree / Ph.D. not observed - Master's degree / Professional degree reused, FLAGGED",True
income,"Less than $30,000",trust_multidimensional,-3.19740051809294,841,"TISP US (WEIGHT_CNTRY), trust_md rescaled, x0.8 gap factor",True
income,"Less than $30,000",trust_post,-3.32083935076463,839,"TISP US (WEIGHT_CNTRY), CLIM_TRUST rescaled, x0.8 gap factor",True
income,"Less than $30,000",distrust_post,3.19740051809294,841,"mirror of the trust_multidimensional offset, SIGN FLIPPED (reverse-valenced)",True
income,"Less than $30,000",funding_perceptions,0.4154569216694077,769,"CCAM 2021-2024 weighted, fund_research rescaled, x0.8 gap factor",True
income,"Less than $30,000",policy_role_mean,-2.452558298088168,841,"TISP US (WEIGHT_CNTRY), policy_role rescaled, x0.8 gap factor",True
income,"Less than $30,000",inst_trust_mean,-3.19740051809294,841,"TISP US 12-item trust gradient used for institutional trust (adjacent construct), FLAGGED",True
income,"Less than $30,000",belief_post,-1.9201206939335675,1010,"CCAM 2021-2024 weighted, cause_recoded rescaled, x0.8 gap factor",True
income,"Less than $30,000",concern_mean,0.5156236312819146,1040,"CCAM 2021-2024 weighted, worry rescaled, x0.8 gap factor",True
income,"Less than $30,000",policy_general,3.287118682956138,1037,"CCAM 2021-2024 weighted, priority rescaled, x0.8 gap factor",True
income,"Less than $30,000",policy_specific_mean,0.3762703077720377,899,"CCAM 2021-2024 weighted, reg_CO2_pollutant rescaled, x0.8 gap factor",True
income,"Less than $30,000",behavior_mean,-3.3958660614225833,1040,"CCAM 2021-2024 weighted, discuss_GW rescaled, x0.8 gap factor",True
income,"Less than $30,000",donation_ams,0.17434063169513223,97,"goldwert2026 control arm (finishers), donation",True
income,"Less than $30,000",newsletter_signup,0.09560781675407104,97,"goldwert2026 control arm (finishers), newsletter1",True
income,"$30,000 to $55,999",trust_multidimensional,-2.8351292031367454,625,"TISP US (WEIGHT_CNTRY), trust_md rescaled, x0.8 gap factor",True
income,"$30,000 to $55,999",trust_post,-4.912222691164989,625,"TISP US (WEIGHT_CNTRY), CLIM_TRUST rescaled, x0.8 gap factor",True
income,"$30,000 to $55,999",distrust_post,2.8351292031367454,625,"mirror of the trust_multidimensional offset, SIGN FLIPPED (reverse-valenced)",True
income,"$30,000 to $55,999",funding_perceptions,-1.0437666250170887,1024,"CCAM 2021-2024 weighted, fund_research rescaled, x0.8 gap factor",True
income,"$30,000 to $55,999",policy_role_mean,-4.426293869603121,625,"TISP US (WEIGHT_CNTRY), policy_role rescaled, x0.8 gap factor",True
income,"$30,000 to $55,999",inst_trust_mean,-2.8351292031367454,625,"TISP US 12-item trust gradient used for institutional trust (adjacent construct), FLAGGED",True
income,"$30,000 to $55,999",belief_post,-1.740736550635107,1338,"CCAM 2021-2024 weighted, cause_recoded rescaled, x0.8 gap factor",True
income,"$30,000 to $55,999",concern_mean,-0.8390409343074567,1363,"CCAM 2021-2024 weighted, worry rescaled, x0.8 gap factor",True
income,"$30,000 to $55,999",policy_general,-1.1703503108252298,1359,"CCAM 2021-2024 weighted, priority rescaled, x0.8 gap factor",True
income,"$30,000 to $55,999",policy_specific_mean,0.01679847587158486,1170,"CCAM 2021-2024 weighted, reg_CO2_pollutant rescaled, x0.8 gap factor",True
income,"$30,000 to $55,999",behavior_mean,-1.2711489592642573,1361,"CCAM 2021-2024 weighted, discuss_GW rescaled, x0.8 gap factor",True
income,"$30,000 to $55,999",donation_ams,-0.18374769718357467,81,"goldwert2026 control arm (finishers), donation",True
income,"$30,000 to $55,999",newsletter_signup,0.0011899138121550567,82,"goldwert2026 control arm (finishers), newsletter1",True
income,"$56,000 to $99,999",trust_multidimensional,-0.6452004892204346,472,"TISP US (WEIGHT_CNTRY), trust_md rescaled, x0.8 gap factor",True
income,"$56,000 to $99,999",trust_post,-1.1119305716822008,472,"TISP US (WEIGHT_CNTRY), CLIM_TRUST rescaled, x0.8 gap factor",True
income,"$56,000 to $99,999",distrust_post,0.6452004892204346,472,"mirror of the trust_multidimensional offset, SIGN FLIPPED (reverse-valenced)",True
income,"$56,000 to $99,999",funding_perceptions,0.024504168725785827,1608,"CCAM 2021-2024 weighted, fund_research rescaled, x0.8 gap factor",True
income,"$56,000 to $99,999",policy_role_mean,-0.6104089999123646,472,"TISP US (WEIGHT_CNTRY), policy_role rescaled, x0.8 gap factor",True
income,"$56,000 to $99,999",inst_trust_mean,-0.6452004892204346,472,"TISP US 12-item trust gradient used for institutional trust (adjacent construct), FLAGGED",True
income,"$56,000 to $99,999",belief_post,0.6255760528731017,2107,"CCAM 2021-2024 weighted, cause_recoded rescaled, x0.8 gap factor",True
income,"$56,000 to $99,999",concern_mean,-0.5510666283099285,2145,"CCAM 2021-2024 weighted, worry rescaled, x0.8 gap factor",True
income,"$56,000 to $99,999",policy_general,-1.3663866029521974,2141,"CCAM 2021-2024 weighted, priority rescaled, x0.8 gap factor",True
income,"$56,000 to $99,999",policy_specific_mean,-0.00259376741966241,1853,"CCAM 2021-2024 weighted, reg_CO2_pollutant rescaled, x0.8 gap factor",True
income,"$56,000 to $99,999",behavior_mean,1.417645853305249,2145,"CCAM 2021-2024 weighted, discuss_GW rescaled, x0.8 gap factor",True
income,"$56,000 to $99,999",donation_ams,0.22674612997691898,156,"goldwert2026 control arm (finishers), donation",True
income,"$56,000 to $99,999",newsletter_signup,-0.009746356840874071,155,"goldwert2026 control arm (finishers), newsletter1",True
income,"$100,000 to $167,999",trust_multidimensional,5.446859199609975,397,"TISP US (WEIGHT_CNTRY), trust_md rescaled, x0.8 gap factor",True
income,"$100,000 to $167,999",trust_post,7.95069521005659,397,"TISP US (WEIGHT_CNTRY), CLIM_TRUST rescaled, x0.8 gap factor",True
income,"$100,000 to $167,999",distrust_post,-5.446859199609975,397,"mirror of the trust_multidimensional offset, SIGN FLIPPED (reverse-valenced)",True
income,"$100,000 to $167,999",funding_perceptions,-0.4531056466297978,1586,"CCAM 2021-2024 weighted, fund_research rescaled, x0.8 gap factor",True
income,"$100,000 to $167,999",policy_role_mean,5.960807233181855,397,"TISP US (WEIGHT_CNTRY), policy_role rescaled, x0.8 gap factor",True
income,"$100,000 to $167,999",inst_trust_mean,5.446859199609975,397,"TISP US 12-item trust gradient used for institutional trust (adjacent construct), FLAGGED",True
income,"$100,000 to $167,999",belief_post,1.4723613674730263,2092,"CCAM 2021-2024 weighted, cause_recoded rescaled, x0.8 gap factor",True
income,"$100,000 to $167,999",concern_mean,-0.3677918882981488,2129,"CCAM 2021-2024 weighted, worry rescaled, x0.8 gap factor",True
income,"$100,000 to $167,999",policy_general,-1.325553994083949,2126,"CCAM 2021-2024 weighted, priority rescaled, x0.8 gap factor",True
income,"$100,000 to $167,999",policy_specific_mean,-1.159489520255093,1847,"CCAM 2021-2024 weighted, reg_CO2_pollutant rescaled, x0.8 gap factor",True
income,"$100,000 to $167,999",behavior_mean,1.7658459086830085,2129,"CCAM 2021-2024 weighted, discuss_GW rescaled, x0.8 gap factor",True
income,"$100,000 to $167,999",donation_ams,-0.1791678485177041,62,"goldwert2026 control arm (finishers), donation",True
income,"$100,000 to $167,999",newsletter_signup,-0.09361732458280955,62,"goldwert2026 control arm (finishers), newsletter1",True
income,"$168,000 or more",trust_multidimensional,7.018284413951955,168,"TISP US (WEIGHT_CNTRY), trust_md rescaled, x0.8 gap factor",True
income,"$168,000 or more",trust_post,8.99505850372746,168,"TISP US (WEIGHT_CNTRY), CLIM_TRUST rescaled, x0.8 gap factor",True
income,"$168,000 or more",distrust_post,-7.018284413951955,168,"mirror of the trust_multidimensional offset, SIGN FLIPPED (reverse-valenced)",True
income,"$168,000 or more",funding_perceptions,2.2013725773809703,1127,"CCAM 2021-2024 weighted, fund_research rescaled, x0.8 gap factor",True
income,"$168,000 or more",policy_role_mean,7.809567909783833,168,"TISP US (WEIGHT_CNTRY), policy_role rescaled, x0.8 gap factor",True
income,"$168,000 or more",inst_trust_mean,7.018284413951955,168,"TISP US 12-item trust gradient used for institutional trust (adjacent construct), FLAGGED",True
income,"$168,000 or more",belief_post,4.807739958542642,1523,"CCAM 2021-2024 weighted, cause_recoded rescaled, x0.8 gap factor",True
income,"$168,000 or more",concern_mean,2.918870232687954,1556,"CCAM 2021-2024 weighted, worry rescaled, x0.8 gap factor",True
income,"$168,000 or more",policy_general,0.4226583901296275,1555,"CCAM 2021-2024 weighted, priority rescaled, x0.8 gap factor",True
income,"$168,000 or more",policy_specific_mean,1.1448323537864413,1349,"CCAM 2021-2024 weighted, reg_CO2_pollutant rescaled, x0.8 gap factor",True
income,"$168,000 or more",behavior_mean,4.8123353396393,1555,"CCAM 2021-2024 weighted, discuss_GW rescaled, x0.8 gap factor",True
income,"$168,000 or more",donation_ams,-0.33158720335641373,40,"goldwert2026 control arm (finishers), donation",True
income,"$168,000 or more",newsletter_signup,-0.05490764716345469,40,"goldwert2026 control arm (finishers), newsletter1",True
party,Republican,trust_multidimensional,-13.71503000795511,3227,"Pew ATP 4-point confidence in scientists, weighted, rescaled, x0.8 4-point->slider gap factor, x1.52 climate-referent partisan fan-out (11.16 pp, Pew W42 + TISP pooled) [waves w100+w114, n=3227]",True
party,Republican,trust_post,-13.71503000795511,3227,"Pew ATP 4-point confidence in scientists, weighted, rescaled, x0.8 4-point->slider gap factor, x1.52 climate-referent partisan fan-out (11.16 pp, Pew W42 + TISP pooled) [waves w100+w114, n=3227]",True
party,Republican,distrust_post,13.71503000795511,3227,"Pew ATP 4-point confidence in scientists, weighted, rescaled, x0.8 4-point->slider gap factor, x1.52 climate-referent partisan fan-out (11.16 pp, Pew W42 + TISP pooled) ; SIGN FLIPPED (reverse-valenced) [waves w100+w114, n=3227]",True
party,Republican,funding_perceptions,-14.023312936896406,2357,"CCAM 2021-2024 weighted, fund_research rescaled, x0.8 gap factor",True
party,Republican,policy_role_mean,-4.899621519040415,3403,"GSS consci gap shape as a PROXY for the scientists-policy-role battery (no mounted source has that battery with party), further x0.8, FLAGGED",True
party,Republican,inst_trust_mean,-9.036414329719456,3227,"Pew ATP 4-point confidence in scientists, weighted, rescaled, x0.8 4-point->slider gap factor [waves w100+w114, n=3227]",True
party,Republican,belief_post,-12.555225095178425,4557,"voelkel2026 PRE (pre-treatment, all arms n=13,821), Belief_Pre",True
party,Republican,concern_mean,-18.88697894690955,4553,"voelkel2026 PRE (pre-treatment, all arms n=13,821), Concern_Pre",True
party,Republican,policy_general,-20.043386123191326,4558,"voelkel2026 PRE (pre-treatment, all arms n=13,821), Policies_Pre_3",True
party,Republican,policy_specific_mean,-13.283192548549298,4552,"voelkel2026 PRE (pre-treatment, all arms n=13,821), PoliciesSp_Pre",True
party,Republican,behavior_mean,-8.589152729248312,4552,"voelkel2026 PRE (pre-treatment, all arms n=13,821), IntentNp_Pre",True
party,Republican,donation_ams,-0.7926421202376361,331,"goldwert2026 control arm (finishers), donation",True
party,Republican,newsletter_signup,-0.017265252677548658,333,"goldwert2026 control arm (finishers), newsletter1",True
party,Democrat,trust_multidimensional,13.334055136568994,4684,"Pew ATP 4-point confidence in scientists, weighted, rescaled, x0.8 4-point->slider gap factor, x1.52 climate-referent partisan fan-out (11.16 pp, Pew W42 + TISP pooled) [waves w100+w114, n=4684]",True
party,Democrat,trust_post,13.334055136568994,4684,"Pew ATP 4-point confidence in scientists, weighted, rescaled, x0.8 4-point->slider gap factor, x1.52 climate-referent partisan fan-out (11.16 pp, Pew W42 + TISP pooled) [waves w100+w114, n=4684]",True
party,Democrat,distrust_post,-13.334055136568994,4684,"Pew ATP 4-point confidence in scientists, weighted, rescaled, x0.8 4-point->slider gap factor, x1.52 climate-referent partisan fan-out (11.16 pp, Pew W42 + TISP pooled) ; SIGN FLIPPED (reverse-valenced) [waves w100+w114, n=4684]",True
party,Democrat,funding_perceptions,13.451648349556432,2620,"CCAM 2021-2024 weighted, fund_research rescaled, x0.8 gap factor",True
party,Democrat,policy_role_mean,5.005311995546542,4517,"GSS consci gap shape as a PROXY for the scientists-policy-role battery (no mounted source has that battery with party), further x0.8, FLAGGED",True
party,Democrat,inst_trust_mean,8.785401624310886,4684,"Pew ATP 4-point confidence in scientists, weighted, rescaled, x0.8 4-point->slider gap factor [waves w100+w114, n=4684]",True
party,Democrat,belief_post,11.042889719405775,4705,"voelkel2026 PRE (pre-treatment, all arms n=13,821), Belief_Pre",True
party,Democrat,concern_mean,18.232915950713668,4702,"voelkel2026 PRE (pre-treatment, all arms n=13,821), Concern_Pre",True
party,Democrat,policy_general,18.685939946420838,4705,"voelkel2026 PRE (pre-treatment, all arms n=13,821), Policies_Pre_3",True
party,Democrat,policy_specific_mean,12.0155483073932,4699,"voelkel2026 PRE (pre-treatment, all arms n=13,821), PoliciesSp_Pre",True
party,Democrat,behavior_mean,7.950398081647265,4699,"voelkel2026 PRE (pre-treatment, all arms n=13,821), IntentNp_Pre",True
party,Democrat,donation_ams,0.8340356074628241,488,"goldwert2026 control arm (finishers), donation",True
party,Democrat,newsletter_signup,0.021420126916921862,484,"goldwert2026 control arm (finishers), newsletter1",True
party,Independent,trust_multidimensional,0.11171284871142192,3193,"Pew ATP 4-point confidence in scientists, weighted, rescaled, x0.8 4-point->slider gap factor, x1.52 climate-referent partisan fan-out (11.16 pp, Pew W42 + TISP pooled) [waves w100+w114, n=3193]",True
party,Independent,trust_post,0.11171284871142192,3193,"Pew ATP 4-point confidence in scientists, weighted, rescaled, x0.8 4-point->slider gap factor, x1.52 climate-referent partisan fan-out (11.16 pp, Pew W42 + TISP pooled) [waves w100+w114, n=3193]",True
party,Independent,distrust_post,-0.11171284871142192,3193,"Pew ATP 4-point confidence in scientists, weighted, rescaled, x0.8 4-point->slider gap factor, x1.52 climate-referent partisan fan-out (11.16 pp, Pew W42 + TISP pooled) ; SIGN FLIPPED (reverse-valenced) [waves w100+w114, n=3193]",True
party,Independent,funding_perceptions,-0.4979267716530227,627,"CCAM 2021-2024 weighted, fund_research rescaled, x0.8 gap factor",True
party,Independent,policy_role_mean,-0.846473921314945,3193,"GSS consci gap shape as a PROXY for the scientists-policy-role battery (no mounted source has that battery with party), further x0.8, FLAGGED",True
party,Independent,inst_trust_mean,0.07360418360908717,3193,"Pew ATP 4-point confidence in scientists, weighted, rescaled, x0.8 4-point->slider gap factor [waves w100+w114, n=3193]",True
party,Independent,belief_post,0.0970340000530111,4312,"voelkel2026 PRE (pre-treatment, all arms n=13,821), Belief_Pre",True
party,Independent,concern_mean,-1.0514453074125198,4307,"voelkel2026 PRE (pre-treatment, all arms n=13,821), Concern_Pre",True
party,Independent,policy_general,-0.5442190689837425,4311,"voelkel2026 PRE (pre-treatment, all arms n=13,821), Policies_Pre_3",True
party,Independent,policy_specific_mean,-0.12368750617467167,4309,"voelkel2026 PRE (pre-treatment, all arms n=13,821), PoliciesSp_Pre",True
party,Independent,behavior_mean,-0.14005213086117127,4299,"voelkel2026 PRE (pre-treatment, all arms n=13,821), IntentNp_Pre",True
party,Independent,donation_ams,-0.04245187435354418,4079,"voelkel2026 Donation (100-cent allocation) shape, converted pp->$ (/10)",True
party,Independent,newsletter_signup,-0.0021225937176772127,4079,"voelkel2026 Donation (100-cent allocation) shape, as a signup-rate proxy, halved - DECLARED",True
party,Other,trust_multidimensional,-8.354742414622127,1177,"Pew ATP 4-point confidence in scientists, weighted, rescaled, x0.8 4-point->slider gap factor, x1.52 climate-referent partisan fan-out (11.16 pp, Pew W42 + TISP pooled) [waves w100+w114, n=1177]",True
party,Other,trust_post,-8.354742414622127,1177,"Pew ATP 4-point confidence in scientists, weighted, rescaled, x0.8 4-point->slider gap factor, x1.52 climate-referent partisan fan-out (11.16 pp, Pew W42 + TISP pooled) [waves w100+w114, n=1177]",True
party,Other,distrust_post,8.354742414622127,1177,"Pew ATP 4-point confidence in scientists, weighted, rescaled, x0.8 4-point->slider gap factor, x1.52 climate-referent partisan fan-out (11.16 pp, Pew W42 + TISP pooled) ; SIGN FLIPPED (reverse-valenced) [waves w100+w114, n=1177]",True
party,Other,funding_perceptions,-1.913518586517024,468,"CCAM 2021-2024 weighted, fund_research rescaled, x0.8 gap factor",True
party,Other,policy_role_mean,2.43557886262525,299,"GSS consci gap shape as a PROXY for the scientists-policy-role battery (no mounted source has that battery with party), further x0.8, FLAGGED",True
party,Other,inst_trust_mean,-5.50468457107392,1177,"Pew ATP 4-point confidence in scientists, weighted, rescaled, x0.8 4-point->slider gap factor [waves w100+w114, n=1177]",True
party,Other,belief_post,2.01348281098235,242,"voelkel2026 PRE (pre-treatment, all arms n=13,821), Belief_Pre",True
party,Other,concern_mean,-0.3475105250958193,242,"voelkel2026 PRE (pre-treatment, all arms n=13,821), Concern_Pre",True
party,Other,policy_general,0.3300033219401193,242,"voelkel2026 PRE (pre-treatment, all arms n=13,821), Policies_Pre_3",True
party,Other,policy_specific_mean,1.2773404095141074,239,"voelkel2026 PRE (pre-treatment, all arms n=13,821), PoliciesSp_Pre",True
party,Other,behavior_mean,-0.16675347380271408,241,"voelkel2026 PRE (pre-treatment, all arms n=13,821), IntentNp_Pre",True
party,Other,donation_ams,-0.5976456499064624,229,"voelkel2026 Donation (100-cent allocation) shape, converted pp->$ (/10)",True
party,Other,newsletter_signup,-0.02988228249532312,229,"voelkel2026 Donation (100-cent allocation) shape, as a signup-rate proxy, halved - DECLARED",True
